AnnotSV ID	SV chrom	SV start	SV end	SV length										AnnotSV type	Gene name	tx	CDS length	frameshift	tx length	location	location2	distNearestSS	nearestSStype	intersectStart	intersectEnd	DGV_GAIN_IDs	DGV_GAIN_n_samples_with_SV	DGV_GAIN_n_samples_tested	DGV_GAIN_Frequency	DGV_LOSS_IDs	DGV_LOSS_n_samples_with_SV	DGV_LOSS_n_samples_tested	DGV_LOSS_Frequency	GD_ID	GD_AN	GD_N_HET	GD_N_HOMALT	GD_AF	GD_POPMAX_AF	GD_ID_others	1000g_event	IMH_ID	IMH_AF	IMH_ID_others	promoters	dbVar_event	dbVar_variant	dbVar_status	TADcoordinates	ENCODEexperiments	GCcontent_left	GCcontent_right	Repeats_coord_left	Repeats_type_left	Repeats_coord_right	Repeats_type_right	Gap_left	Gap_right	SegDup_left	SegDup_right	ENCODE_blacklist_left	ENCODE_blacklist_characteristics_left	ENCODE_blacklist_right	ENCODE_blacklist_characteristics_right	ACMG	HI_CGscore	TriS_CGscore	DDD_status	DDD_mode	DDD_consequence	DDD_disease	DDD_pmids	HI_DDDpercent	delZ_ExAC	dupZ_ExAC	cnvZ_ExAC	synZ_ExAC	misZ_ExAC	pLI_ExAC	Mim Number	Phenotypes	Inheritance	morbidGenes	morbidGenesCandidates
18_45500000_45600000__1	18	45500000	45600000		456	0	Des	chr18	45500000	45600000	456	0	Des	full	SLC14A2/SLC14A2-AS1												0	0	-1		0	0	-1					-1	-1				-1	18:42385072-52009317_INV	SLC14A2-AS1	copy_number_gain;copy_number_loss	nssv13638526;nssv13638971;nssv13639255;nssv13639561;nssv13639616;nssv13639627;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13643857;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495044;nssv1495047;nssv1495048;nssv15120754;nssv15122699;nssv15128647;nssv15132210;nssv15132211;nssv15134660;nssv15134857;nssv15134862;nssv15136220;nssv15137857;nssv15138318;nssv15139135;nssv15140063;nssv15142560;nssv15145762;nssv15146335;nssv15146417;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151252;nssv15152160;nssv15155583;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1605069;nssv1608173;nssv1608656;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395223;nssv3395263;nssv3397452;nssv576200;nssv577639;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578776;nssv582149;nssv582164;nssv582222;nssv582223;nssv582806;nssv582842;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic	18:45500036-46100034;18:45500036-46140034;18:45540036-46020034;18:45540036-46060034;18:45540036-46100034;18:45540036-46140034	ENCFF039LVJ:ENCFF067UVH:ENCFF156SZO:ENCFF176FDF:ENCFF183RCR:ENCFF296RLZ:ENCFF302WDA:ENCFF311BGF:ENCFF458AHX:ENCFF461GOG:ENCFF654ZID:ENCFF716CFF:ENCFF718ETU:ENCFF796ORT:ENCFF822VBC:ENCFF881QQG:ENCFF897UNV:ENCFF921SBY	0.390	0.485			18:45599686-45600025/18:45600025-45600082/18:45600086-45600928	THE1B/MIR/MER45C																	19.19	1.31362076083773	0.209403129530724	0.667005549943025	-0.780723381323491	-1.49373421909479	6.3360774835864e-14					
18_45500000_45600000__1	18	45500000	45600000		456	0	Des	chr18	45500000	45600000	456	0	Des	split	SLC14A2	NM_001371319	0	no	100000	intron5-intron5	5'UTR	16678	5'	45500000	45600000		0	0	-1		0	0	-1					-1	-1				-1	18:42385072-52009317_INV	SLC14A2-AS1	copy_number_gain;copy_number_loss	nssv13638526;nssv13638971;nssv13639255;nssv13639561;nssv13639616;nssv13639627;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13643857;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495044;nssv1495047;nssv1495048;nssv15120754;nssv15122699;nssv15128647;nssv15132210;nssv15132211;nssv15134660;nssv15134857;nssv15134862;nssv15136220;nssv15137857;nssv15138318;nssv15139135;nssv15140063;nssv15142560;nssv15145762;nssv15146335;nssv15146417;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151252;nssv15152160;nssv15155583;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1605069;nssv1608173;nssv1608656;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395223;nssv3395263;nssv3397452;nssv576200;nssv577639;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578776;nssv582149;nssv582164;nssv582222;nssv582223;nssv582806;nssv582842;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic	18:45500036-46100034;18:45500036-46140034;18:45540036-46020034;18:45540036-46060034;18:45540036-46100034;18:45540036-46140034	ENCFF039LVJ:ENCFF067UVH:ENCFF156SZO:ENCFF176FDF:ENCFF183RCR:ENCFF296RLZ:ENCFF302WDA:ENCFF311BGF:ENCFF458AHX:ENCFF461GOG:ENCFF654ZID:ENCFF716CFF:ENCFF718ETU:ENCFF796ORT:ENCFF822VBC:ENCFF881QQG:ENCFF897UNV:ENCFF921SBY																							19.19	1.31362076083773	0.209403129530724	0.667005549943025	-0.780723381323491	-1.49373421909479	6.3360774835864e-14					
18_45500000_45600000__1	18	45500000	45600000		456	0	Des	chr18	45500000	45600000	456	0	Des	split	SLC14A2-AS1	NR_110899	0	no	7036	txStart-intron2	UTR	3773	5'	45500000	45507036		0	0	-1		0	0	-1					-1	-1				-1	18:42385072-52009317_INV		copy_number_gain;copy_number_loss	nssv13638526;nssv13638971;nssv13639255;nssv13639561;nssv13639616;nssv13639627;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13643857;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495044;nssv1495047;nssv1495048;nssv15120754;nssv15122699;nssv15128647;nssv15132210;nssv15132211;nssv15134660;nssv15134857;nssv15134862;nssv15136220;nssv15137857;nssv15138318;nssv15139135;nssv15140063;nssv15142560;nssv15145762;nssv15146335;nssv15146417;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151252;nssv15152160;nssv15155583;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1605069;nssv1608173;nssv1608656;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395223;nssv3395263;nssv3397452;nssv576200;nssv577639;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578776;nssv582149;nssv582164;nssv582222;nssv582223;nssv582806;nssv582842;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic																																				
2_95300000_95400000__1	2	95300000	95400000		954	0	Des	chr2	95300000	95400000	954	0	Des	full	KCNIP3											gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5649;gnomAD_v2_DEL_2_23761			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV	KCNIP3	copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic			0.580	0.325	2:95299907-95300056	MIRb	2:95399785-95400061/2:95400071-95400681	L1ME2/MER92B				2:95399415-95414296/2:95399420-95414296													41.44	-0.0355183399498355	-1.16469569228991	-0.896259885595889	-0.210102315179342	1.44497125752826	0.810794426584604					
2_95300000_95400000__1	2	95300000	95400000		954	0	Des	chr2	95300000	95400000	954	0	Des	split	KCNIP3	NM_013434	756	no	86077	intron1-txEnd	CDS-3'UTR	2547	5'	95300000	95386077	gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5649;gnomAD_v2_DEL_2_23761			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV	KCNIP3	copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic																									41.44	-0.0355183399498355	-1.16469569228991	-0.896259885595889	-0.210102315179342	1.44497125752826	0.810794426584604					
2_95400000_95500000__1	2	95400000	95500000		955	0	Des	chr2	95400000	95500000	955	0	Des	full	FAHD2A/TRIM43B											gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5649;gnomAD_v2_DEL_2_23777			-1	2:95385260-95505439_DEL;2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV;2:95417207-95658975_INV	FAHD2A/TRIM43B	copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic			0.325	0.380	2:95399785-95400061/2:95400071-95400681	L1ME2/MER92B	2:95500038-95500067	(GT)n			2:95399415-95414296/2:95399420-95414296														78.07	-0.236024561543207	-0.708176778863794	-0.612912678257059	1.088208585256	1.51593393487689	0.0392552670736034					
2_95400000_95500000__1	2	95400000	95500000		955	0	Des	chr2	95400000	95500000	955	0	Des	split	FAHD2A	NM_016044	945	no	13909	txStart-txEnd	5'UTR-3'UTR			95402707	95416616	gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5649;gnomAD_v2_DEL_2_23761;gnomAD_v2_DEL_2_23777			-1	2:95385260-95505439_DEL;2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV		copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic																									78.07	-0.236024561543207	-0.708176778863794	-0.612912678257059	1.088208585256	1.51593393487689	0.0392552670736034					
2_95400000_95500000__1	2	95400000	95500000		955	0	Des	chr2	95400000	95500000	955	0	Des	split	TRIM43B	NM_001164464	1341	no	7765	txStart-txEnd	5'UTR-3'UTR			95476966	95484731	gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5660;gnomAD_v2_DEL_2_23777			-1	2:95385260-95505439_DEL;2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV;2:95417207-95658975_INV		copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic																																				
2_95500000_95600000__1	2	95500000	95600000		956	0	Des	chr2	95500000	95600000	956	0	Des	full	TRIM43											gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5663			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV;2:95417207-95658975_INV;2:95486462-95590517_INV;2:95490427-95586391_INV;2:95491331-95585465_INV	TRIM43	copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic			0.380	0.375	2:95500038-95500067	(GT)n	2:95600038-95600183	Tigger3c				2:95579796-95662427/2:95584997-95619888/2:95596843-95599999/2:95596843-95599999/2:95596843-95600000													96.6				2.47596257318886	3.04696209973716	0.459312928396282					
2_95500000_95600000__1	2	95500000	95600000		956	0	Des	chr2	95500000	95600000	956	0	Des	split	TRIM43	NM_138800	1341	no	7776	txStart-txEnd	5'UTR-3'UTR			95592000	95599776	gssvG20769	2	12129	0.00016489		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5663			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV;2:95417207-95658975_INV		copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic																									96.6				2.47596257318886	3.04696209973716	0.459312928396282					
2_95600000_95700000__1	2	95600000	95700000		957	0	Des	chr2	95600000	95700000	957	0	Des	full												gssvG20769,gssvG20775	4	12169	0.00032870		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5663			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:67813559-103905949_INV;2:83726586-172391186_INV;2:86834123-106514340_INV;2:86914049-110576944_INV;2:86914371-100104873_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:88774033-95937925_INV;2:88774041-95938387_INV;2:88775637-95936407_INV;2:88778499-95934034_INV;2:94555624-132220070_INV		copy_number_gain;copy_number_loss	nssv13639329;nssv13642486;nssv13647841;nssv13649959;nssv13653078;nssv15121185;nssv15121186;nssv15124851;nssv15140693;nssv15148156;nssv15148738;nssv15149422;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv1608631;nssv578826;nssv578827;nssv585227	Pathogenic			0.375	0.400	2:95600038-95600183	Tigger3c	2:95700015-95700042/2:95700085-95700110	(AAGA)n/(TC)n			2:95579796-95662427/2:95584997-95619888/2:95596843-95599999/2:95596843-95599999/2:95596843-95600000	2:95641977-95744193																								
2_111300000_111400000__1	2	111300000	111400000		1114	0	Des	chr2	111300000	111400000	1114	0	Des	full	MIR4435-1/MIR4435-2/MIR4435-2HG											gssvG21114,gssvG21115	2594	13951	0.18593649		0	0	-1					-1	-1	gnomAD_v2_DEL_2_24758			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:83726586-172391186_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:94555624-132220070_INV;2:103800443-187202767_INV;2:106368436-111866577_INV;2:108522748-112355237_INV;2:108525357-112352430_INV	MIR4435-1/MIR4435-2	copy_number_gain;copy_number_loss;deletion;duplication	nssv13639329;nssv13641907;nssv13642486;nssv13646314;nssv13647841;nssv13648522;nssv13648942;nssv15122459;nssv15123436;nssv15124851;nssv15126204;nssv15146967;nssv15147572;nssv15147710;nssv15149167;nssv15150443;nssv15150977;nssv15151016;nssv15151697;nssv15152697;nssv15152698;nssv15152720;nssv15152818;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15605772;nssv15606001;nssv15772253;nssv15775595;nssv15776032;nssv15776463;nssv1609177;nssv8639477;nssv8639940	Likely pathogenic;Pathogenic			0.430	0.375	2:111299863-111300164	Charlie8	2:111399623-111399913/2:111399913-111400031	AluSx1/MIR			2:111252925-111519068	2:111252925-111519068	2:111253600-111500500	Low Mappability	2:111253600-111500500	Low Mappability																				
2_111300000_111400000__1	2	111300000	111400000		1114	0	Des	chr2	111300000	111400000	1114	0	Des	split	MIR4435-1	NR_039634	0	no	80	txStart-txEnd	UTR			111321011	111321091	gssvG21114,gssvG21115	2594	13951	0.18593649		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5978;gnomAD_v2_DUP_2_5979;gnomAD_v2_DEL_2_24758			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:83726586-172391186_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:94555624-132220070_INV;2:103800443-187202767_INV;2:106368436-111866577_INV;2:108522748-112355237_INV;2:108525357-112352430_INV		copy_number_gain;copy_number_loss;deletion;duplication	nssv13639329;nssv13641907;nssv13642486;nssv13646314;nssv13647841;nssv13648522;nssv13648942;nssv15122459;nssv15123436;nssv15124851;nssv15126204;nssv15146967;nssv15147572;nssv15147710;nssv15149167;nssv15150443;nssv15150977;nssv15151016;nssv15151697;nssv15152697;nssv15152698;nssv15152720;nssv15152818;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15605772;nssv15606001;nssv15772253;nssv15775595;nssv15776032;nssv15776463;nssv1609177;nssv8639477;nssv8639940	Likely pathogenic;Pathogenic																																				
2_111300000_111400000__1	2	111300000	111400000		1114	0	Des	chr2	111300000	111400000	1114	0	Des	split	MIR4435-2	NR_039636	0	no	74	txStart-txEnd	UTR			111321012	111321086	gssvG21114,gssvG21115	2594	13951	0.18593649		0	0	-1					-1	-1	gnomAD_v2_DUP_2_5978;gnomAD_v2_DUP_2_5979;gnomAD_v2_DEL_2_24758			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:83726586-172391186_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:94555624-132220070_INV;2:103800443-187202767_INV;2:106368436-111866577_INV;2:108522748-112355237_INV;2:108525357-112352430_INV		copy_number_gain;copy_number_loss;deletion;duplication	nssv13639329;nssv13641907;nssv13642486;nssv13646314;nssv13647841;nssv13648522;nssv13648942;nssv15122459;nssv15123436;nssv15124851;nssv15126204;nssv15146967;nssv15147572;nssv15147710;nssv15149167;nssv15150443;nssv15150977;nssv15151016;nssv15151697;nssv15152697;nssv15152698;nssv15152720;nssv15152818;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15605772;nssv15606001;nssv15772253;nssv15775595;nssv15776032;nssv15776463;nssv1609177;nssv8639477;nssv8639940	Likely pathogenic;Pathogenic																																				
2_111300000_111400000__1	2	111300000	111400000		1114	0	Des	chr2	111300000	111400000	1114	0	Des	split	MIR4435-2HG	NR_136162	0	no	100000	intron1-intron3	UTR	32425	3'	111300000	111400000	gssvG21114,gssvG21115	2594	13951	0.18593649		0	0	-1					-1	-1	gnomAD_v2_DEL_2_24758			-1	2:47263975-180632549_INV;2:49445005-116217732_INV;2:52879458-134516822_INV;2:65359566-213949290_INV;2:83726586-172391186_INV;2:87201016-111764822_INV;2:87221851-111744021_INV;2:87300422-111560757_INV;2:87304030-111558133_INV;2:87478760-111471230_INV;2:94555624-132220070_INV;2:103800443-187202767_INV;2:106368436-111866577_INV;2:108522748-112355237_INV;2:108525357-112352430_INV	MIR4435-1/MIR4435-2	copy_number_gain;copy_number_loss;deletion;duplication	nssv13639329;nssv13641907;nssv13642486;nssv13646314;nssv13647841;nssv13648522;nssv13648942;nssv15122459;nssv15123436;nssv15124851;nssv15126204;nssv15146967;nssv15147572;nssv15147710;nssv15149167;nssv15150443;nssv15150977;nssv15151016;nssv15151697;nssv15152697;nssv15152698;nssv15152720;nssv15152818;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15605772;nssv15606001;nssv15772253;nssv15775595;nssv15776032;nssv15776463;nssv1609177;nssv8639477;nssv8639940	Likely pathogenic;Pathogenic																																				
2_206500000_206600000__1	2	206500000	206600000		2066	0	Des	chr2	206500000	206600000	2066	0	Des	full	ADAM23												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_INV_2_117			-1	2:65359566-213949290_INV;2:121478682-234514775_INV;2:136890293-221566955_INV;2:160426349-227428268_INV;2:198679775-209089296_INV;2:206107839-207979105_INV		copy_number_gain;copy_number_loss;duplication	nssv13639329;nssv13642486;nssv13647841;nssv13648272;nssv15121190;nssv15124851;nssv15137579;nssv15145678;nssv15145778;nssv15145974;nssv15147151;nssv15147432;nssv15148911;nssv15148951;nssv15148999;nssv15150917;nssv15152823;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15755802;nssv1604018;nssv1604935;nssv1608180;nssv1608632;nssv1610487;nssv3395386;nssv578833;nssv578834;nssv578837;nssv578840	Pathogenic			0.340	0.545			2:206599919-206600219	AluY																	16.74	0.770269012355984	1.10689951810839	1.14952450704796	0.984275498524308	1.60900294051413	0.996451682893958					
2_206500000_206600000__1	2	206500000	206600000		2066	0	Des	chr2	206500000	206600000	2066	0	Des	split	ADAM23	NM_003812	1850	yes	100000	intron3-intron24	CDS	3838	5'	206500000	206600000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_INV_2_117			-1	2:65359566-213949290_INV;2:121478682-234514775_INV;2:136890293-221566955_INV;2:160426349-227428268_INV;2:198679775-209089296_INV;2:206107839-207979105_INV		copy_number_gain;copy_number_loss;duplication	nssv13639329;nssv13642486;nssv13647841;nssv13648272;nssv15121190;nssv15124851;nssv15137579;nssv15145678;nssv15145778;nssv15145974;nssv15147151;nssv15147432;nssv15148911;nssv15148951;nssv15148999;nssv15150917;nssv15152823;nssv15161685;nssv15161863;nssv15174359;nssv15174602;nssv15755802;nssv1604018;nssv1604935;nssv1608180;nssv1608632;nssv1610487;nssv3395386;nssv578833;nssv578834;nssv578837;nssv578840	Pathogenic																									16.74	0.770269012355984	1.10689951810839	1.14952450704796	0.984275498524308	1.60900294051413	0.996451682893958					
21_6000000_6100000__1	21	6000000	6100000		61	0	Des	chr21	6000000	6100000	61	0	Des	full	LINC00313/LINC00319/LINC01669												0	0	-1		0	0	-1					-1	-1				-1		LINC00313/LINC00319/LINC01669						0.490	0.495	21:5999671-5999912/21:5999915-6000000/21:6000001-6000103	L2/AluSc5/AluSz6	21:6099941-6100245	AluSq			21:5966593-6161371	21:5966593-6161371	21:0-8679600	High Signal Region	21:0-8679600	High Signal Region																				
21_6000000_6100000__1	21	6000000	6100000		61	0	Des	chr21	6000000	6100000	61	0	Des	split	LINC00313	NR_026863	0	no	15832	txStart-txEnd	UTR			6060339	6076171		0	0	-1		0	0	-1					-1	-1				-1																																									
21_6000000_6100000__1	21	6000000	6100000		61	0	Des	chr21	6000000	6100000	61	0	Des	split	LINC00319	NR_152722	0	no	7302	txStart-txEnd	UTR			6084363	6091665		0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV																																								
21_6000000_6100000__1	21	6000000	6100000		61	0	Des	chr21	6000000	6100000	61	0	Des	split	LINC01669	NR_136540	0	no	17277	txStart-txEnd	UTR			6059028	6076305		0	0	-1		0	0	-1					-1	-1				-1		LINC00313																																							
21_7000000_7100000__1	21	7000000	7100000		71	0	Des	chr21	7000000	7100000	71	0	Des	full	LOC102723360/LOC102724219/LOC102724843/LOC102724951												0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV	LOC102723360/LOC102724219/LOC102724843/LOC102724951						0.410	0.525							21:6984219-7039531/21:6984219-7066155/21:6984219-7104824/21:6984219-7130167/21:6984354-7020424/21:6994235-7122822/21:6996087-7119112	21:6984219-7104824/21:6984219-7130167/21:6994235-7122822/21:6996087-7119112/21:7062926-7149527/21:7063651-7104197/21:7098918-7103152/21:7099300-7103152/21:7099300-7106905/21:7099398-7106905	21:0-8679600	High Signal Region	21:0-8679600	High Signal Region																				
